patient_id,split,file_name,file_path
normal,train,normal_00001.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00001.png
normal,train,normal_00002.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00002.png
normal,train,normal_00003.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00003.png
normal,train,normal_00004.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00004.png
normal,train,normal_00005.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00005.png
normal,train,normal_00006.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00006.png
normal,train,normal_00007.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00007.png
normal,train,normal_00008.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00008.png
normal,train,normal_00009.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00009.png
normal,train,normal_00010.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00010.png
normal,train,normal_00011.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00011.png
normal,train,normal_00012.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00012.png
normal,train,normal_00013.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00013.png
normal,train,normal_00014.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00014.png
normal,train,normal_00015.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00015.png
normal,train,normal_00016.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00016.png
normal,train,normal_00017.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00017.png
normal,train,normal_00018.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00018.png
normal,train,normal_00019.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00019.png
normal,train,normal_00020.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00020.png
normal,train,normal_00021.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00021.png
normal,train,normal_00022.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00022.png
normal,train,normal_00023.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00023.png
normal,train,normal_00024.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00024.png
normal,train,normal_00025.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00025.png
normal,train,normal_00026.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00026.png
normal,train,normal_00027.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00027.png
normal,train,normal_00028.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00028.png
normal,train,normal_00029.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00029.png
normal,train,normal_00030.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00030.png
normal,train,normal_00031.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00031.png
normal,train,normal_00032.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00032.png
normal,train,normal_00033.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00033.png
normal,train,normal_00034.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00034.png
normal,train,normal_00035.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00035.png
normal,train,normal_00036.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00036.png
normal,train,normal_00037.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00037.png
normal,train,normal_00038.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00038.png
normal,train,normal_00039.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00039.png
normal,train,normal_00040.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00040.png
normal,train,normal_00041.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00041.png
normal,train,normal_00042.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00042.png
normal,train,normal_00043.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00043.png
normal,train,normal_00044.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00044.png
normal,train,normal_00045.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00045.png
normal,train,normal_00046.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00046.png
normal,train,normal_00047.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00047.png
normal,train,normal_00048.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00048.png
normal,train,normal_00049.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00049.png
normal,train,normal_00050.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00050.png
normal,train,normal_00051.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00051.png
normal,train,normal_00052.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00052.png
normal,train,normal_00053.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00053.png
normal,train,normal_00054.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00054.png
normal,train,normal_00055.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00055.png
normal,train,normal_00056.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00056.png
normal,train,normal_00057.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00057.png
normal,train,normal_00058.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00058.png
normal,train,normal_00059.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00059.png
normal,train,normal_00060.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00060.png
normal,train,normal_00061.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00061.png
normal,train,normal_00062.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00062.png
normal,train,normal_00063.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00063.png
normal,train,normal_00064.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00064.png
normal,train,normal_00065.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00065.png
normal,train,normal_00066.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00066.png
normal,train,normal_00067.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00067.png
normal,train,normal_00068.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00068.png
normal,train,normal_00069.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00069.png
normal,train,normal_00070.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00070.png
normal,train,normal_00071.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00071.png
normal,train,normal_00072.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00072.png
normal,train,normal_00073.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00073.png
normal,train,normal_00074.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00074.png
normal,train,normal_00075.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00075.png
normal,train,normal_00076.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00076.png
normal,train,normal_00077.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00077.png
normal,train,normal_00078.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00078.png
normal,train,normal_00079.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00079.png
normal,train,normal_00080.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00080.png
normal,train,normal_00081.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00081.png
normal,train,normal_00082.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00082.png
normal,train,normal_00083.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00083.png
normal,train,normal_00084.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00084.png
normal,train,normal_00085.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00085.png
normal,train,normal_00086.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00086.png
normal,train,normal_00087.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00087.png
normal,train,normal_00088.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00088.png
normal,train,normal_00089.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00089.png
normal,train,normal_00090.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00090.png
normal,train,normal_00091.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00091.png
normal,train,normal_00092.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00092.png
normal,train,normal_00093.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00093.png
normal,train,normal_00094.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00094.png
normal,train,normal_00095.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00095.png
normal,train,normal_00096.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00096.png
normal,train,normal_00097.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00097.png
normal,train,normal_00098.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00098.png
normal,train,normal_00099.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00099.png
normal,train,normal_00100.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00100.png
normal,train,normal_00101.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00101.png
normal,train,normal_00102.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00102.png
normal,train,normal_00103.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00103.png
normal,train,normal_00104.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00104.png
normal,train,normal_00105.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00105.png
normal,train,normal_00106.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00106.png
normal,train,normal_00107.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00107.png
normal,train,normal_00108.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00108.png
normal,train,normal_00109.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00109.png
normal,train,normal_00110.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00110.png
normal,train,normal_00111.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00111.png
normal,train,normal_00112.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00112.png
normal,train,normal_00113.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00113.png
normal,train,normal_00114.png,G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00114.png
